,text,intent,labels
2537,Where:O can:O I:O watch:O the:O picture:B-object_type I’ll:B-object_name Take:I-object_name Care:I-object_name of:I-object_name You:I-object_name ?:O ," SearchCreativeWork
",5
3809,The:B-object_name Mad:I-object_name Scientist:I-object_name Hall:I-object_name of:I-object_name Fame:I-object_name gets:O only:O a:O two:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
4869,I:O am:O giving:O the:O book:B-object_type titled:O The:B-object_name Masters:I-object_name of:I-object_name Solitude:I-object_name a:O rating:O of:O two:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
3182,Tell:O me:O the:O weather:O forecast:O thirteen:B-timeRange seconds:I-timeRange from:I-timeRange now:I-timeRange in:O Ukraine:B-country ," GetWeather
",2
810,Can:O you:O play:O something:O from:O 1966:B-year by:O Mc:B-artist Ren:I-artist on:O Spotify:B-service ," PlayMusic
",3
708,What:O time:O is:O 26:B-movie_name Years:I-movie_name Diary:I-movie_name showing:O in:O the:O movie:B-object_location_type house:I-object_location_type ?:O ," SearchScreeningEvent
",6
418,"Rate:O Dixie:B-object_name Lullaby::I-object_name A:I-object_name Story:I-object_name of:I-object_name Music,:I-object_name Race:I-object_name and:I-object_name New:I-object_name Beginnings:I-object_name in:I-object_name a:I-object_name New:I-object_name South:I-object_name five:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit "," RateBook
",4
8898,Add:O a:O tune:B-music_item to:O rare:B-playlist groove:I-playlist ," AddToPlaylist
",0
6710,What's:O the:O weather:O at:O my:O current:B-current_location location:I-current_location ," GetWeather
",2
2896,play:O chant:B-music_item music:O from:O 1993:B-year ," PlayMusic
",3
7135,Find:O a:O movie:B-object_type schedule:I-object_type for:O 12:B-timeRange hours:I-timeRange from:I-timeRange now:I-timeRange .:O ," SearchScreeningEvent
",6
1983,what:O time:O is:O The:B-movie_name Dungeonmaster:I-movie_name playing:O at:O AMC:B-location_name Theaters:I-location_name ," SearchScreeningEvent
",6
6895,what:O films:B-movie_type are:O showing:O nearby:B-spatial_relation ," SearchScreeningEvent
",6
3603,rate:O the:O current:B-object_select saga:B-object_part_of_series_type zero:B-rating_value of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
1115,Play:O me:O a:O Mario:B-artist Vazquez:I-artist movement:B-music_item ," PlayMusic
",3
7714,is:O Ce:B-movie_name cher:I-movie_name intrus:I-movie_name at:O IMAX:B-location_name Corporation:I-location_name ," SearchScreeningEvent
",6
7891,Can:O you:O add:O john:B-artist scofield:I-artist newest:O tune:B-music_item the:B-playlist selektor:I-playlist to:O the:O playlist:O ," AddToPlaylist
",0
5821,Find:O the:O TV:B-object_type series:I-object_type I:B-object_name Build:I-object_name the:I-object_name Tower:I-object_name ," SearchCreativeWork
",5
4341,add:O Runaljod:B-entity_name gap:I-entity_name var:I-entity_name Ginnunga:I-entity_name to:O ashlee's:B-playlist_owner playlist:O titled:O forever:B-playlist country:I-playlist ," AddToPlaylist
",0
6364,Play:O my:O Masters:B-playlist of:I-playlist Metal:I-playlist playlist:O on:O Spotify:B-service ," PlayMusic
",3
8516,play:O something:O from:O the:O twenties:B-year ," PlayMusic
",3
2952,The:B-object_name Only:I-object_name Snow:I-object_name in:I-object_name Havana:I-object_name deserves:O a:O best:O rating:O of:O 6:B-best_rating and:O 5:B-rating_value points:B-rating_unit ," RateBook
",4
7012,Book:O a:O restaurant:B-restaurant_type for:O ten:B-party_size_number people.:O ," BookRestaurant
",1
3382,Send:O the:O track:B-music_item from:O andrew:B-artist hewitt:I-artist to:O the:O piano:B-playlist ballads:I-playlist playlist:O ," AddToPlaylist
",0
8770,add:O song:B-music_item by:O ian:B-artist mcdonald:I-artist to:O an:B-playlist instrumental:I-playlist sunday:I-playlist ," AddToPlaylist
",0
7361,I:O want:O to:O add:O Robin:B-entity_name Hood:I-entity_name and:I-entity_name Queen:I-entity_name Katherine:I-entity_name to:O my:B-playlist_owner playlist:O entitled:O Genuine:B-playlist R&B:I-playlist ," AddToPlaylist
",0
2356,add:O track:B-music_item to:O todo:B-playlist latino:I-playlist ," AddToPlaylist
",0
7224,Where:O can:O I:O buy:O a:O Barometer:B-object_name Clock:I-object_name ," SearchCreativeWork
",5
1678,"Please:O search:O the:O work,:O Eve-Olution:B-object_name .:O "," SearchCreativeWork
",5
1231,what:O movies:B-movie_type are:O playing:O in:B-spatial_relation the:I-spatial_relation area:I-spatial_relation ?:O ," SearchScreeningEvent
",6
7173,When:O is:O Just:B-movie_name Before:I-movie_name Nightfall:I-movie_name playing?:O ," SearchScreeningEvent
",6
8839,put:O playa:B-artist fly:I-artist onto:O my:B-playlist_owner 2010:B-playlist Decade:I-playlist playlist:O ," AddToPlaylist
",0
2481,What:O time:O does:O the:O next:O movie:B-movie_type play:O around:B-spatial_relation here:I-spatial_relation ," SearchScreeningEvent
",6
5932,Will:O there:O be:O wind:B-condition_description in:O ME:B-state ?:O ," GetWeather
",2
2041,I:O want:O to:O book:O a:O reservation:O within:B-spatial_relation the:I-spatial_relation same:I-spatial_relation area:I-spatial_relation of:O AMelia:B-city Court:I-city House:I-city for:O 4:B-party_size_number .:O ," BookRestaurant
",1
6134,add:O this:B-playlist is:I-playlist Andrés:I-playlist Calamaro:I-playlist by:O Milk:B-entity_name ," AddToPlaylist
",0
8749,For:O this:O current:B-object_select saga:B-object_part_of_series_type I:O give:O 5:B-rating_value out:O of:O 6:B-best_rating possiable:O points:B-rating_unit ," RateBook
",4
600,Where:O to:O watch:O television:B-object_type show:I-object_type Linger:B-object_name Awhile::I-object_name Live:I-object_name at:I-object_name Newport:I-object_name and:I-object_name More:I-object_name ," SearchCreativeWork
",5
1814,show:O movie:B-object_type times:I-object_type now:B-timeRange ," SearchScreeningEvent
",6
22,add:O Split:B-entity_name the:I-entity_name Difference:I-entity_name to:O my:B-playlist_owner Women's:B-playlist Lit:I-playlist playlist:O ," AddToPlaylist
",0
5465,Can:O you:O find:O the:O movie:B-object_type Accidentally:B-object_name in:I-object_name Love:I-object_name ," SearchCreativeWork
",5
8564,What:O theater:O is:O showing:O From:B-movie_name Paris:I-movie_name with:I-movie_name Love:I-movie_name and:O when?:O ," SearchScreeningEvent
",6
3343,What:O films:B-movie_type are:O playing:O at:O 11:B-timeRange A.M.:I-timeRange at:O Dickinson:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
6200,Show:O me:O the:O picture:B-object_type Creatures:B-object_name of:I-object_name Light:I-object_name and:I-object_name Darkness:I-object_name ," SearchCreativeWork
",5
5481,I:O need:O to:O book:O a:O restaurant:B-restaurant_type for:O eight:B-party_size_number nearby:B-spatial_relation Limerick:B-city one:B-timeRange year:I-timeRange from:I-timeRange now:I-timeRange that:O serves:O jerky:B-served_dish ," BookRestaurant
",1
6582,Where:O is:O the:O closest:B-spatial_relation cinema:B-object_location_type playing:O Good:B-movie_name Night:I-movie_name Good:I-movie_name Morning:I-movie_name ," SearchScreeningEvent
",6
4957,Book:O a:O restaurant:B-restaurant_type in:O Almyra:B-city in:B-timeRange 10:I-timeRange years:I-timeRange ," BookRestaurant
",1
888,Rate:O the:O Beyond:B-object_name This:I-object_name Place:I-object_name chronicle:B-object_part_of_series_type three:B-rating_value of:O 6:B-best_rating ," RateBook
",4
5778,Play:O Circus:B-track Farm:I-track by:O Deana:B-artist Carter:I-artist .:O ," PlayMusic
",3
7953,Give:O The:B-object_name Diamond:I-object_name Chariot:I-object_name a:O 0:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
7912,I:O would:O like:O to:O book:O a:O restaurant:B-restaurant_type in:O Singapore:B-country for:O nine:B-party_size_number in:B-timeRange 19:I-timeRange hours:I-timeRange and:I-timeRange 1:I-timeRange second:I-timeRange ," BookRestaurant
",1
7064,I:O want:O these:B-entity_name are:I-entity_name the:I-entity_name days:I-entity_name added:O to:O my:B-playlist_owner spotlight:B-playlist spain:I-playlist 2016:I-playlist playlist.:O ," AddToPlaylist
",0
3517,rate:O Betrayer:B-object_name of:I-object_name Worlds:I-object_name 1:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
6003,Please:O find:O the:O show:B-object_type Kim:B-object_name Hyun-joong:I-object_name discography:I-object_name ," SearchCreativeWork
",5
6074,Show:O me:O the:O work:O Not:B-object_name a:I-object_name Little:I-object_name Girl:I-object_name Anymore:I-object_name ," SearchCreativeWork
",5
6628,show:O me:O the:O schedule:B-object_type of:O movies:B-movie_type in:O Pacific:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
662,what:O will:O the:O weather:O be:O like:O at:O noon:B-timeRange in:O Brunei:B-country ," GetWeather
",2
7055,What's:O the:O weather:O forecast:O for:O here:B-current_location on:O Jul.:B-timeRange 23:I-timeRange ?:O ," GetWeather
",2
3633,Find:O a:O picture:B-object_type called:O Every:B-object_name Little:I-object_name Thing:I-object_name She:I-object_name Does:I-object_name Is:I-object_name Magic:I-object_name .:O ," SearchCreativeWork
",5
7263,I:O give:O The:B-object_name Savage:I-object_name Mind:I-object_name a:O rating:O of:O zero:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit .:O ," RateBook
",4
202,find:O TV:B-object_type series:I-object_type titled:O Sonata:B-object_name Mix:I-object_name Dwarf:I-object_name Cosmos:I-object_name ," SearchCreativeWork
",5
3172,rate:O Covering::B-object_name The:I-object_name Hidden:I-object_name Assault:I-object_name on:I-object_name Our:I-object_name Civil:I-object_name Rights:I-object_name 1:B-rating_value point:O ," RateBook
",4
1203,Search:O for:O the:O television:B-object_type show:I-object_type called:O Educational:B-object_name Psychologist:I-object_name ," SearchCreativeWork
",5
3977,How:O much:O humidity:B-condition_description is:O there:O in:O UT:B-state ?:O ," GetWeather
",2
7129,What:O is:O the:O humidity:B-condition_description in:O Missouri:B-city City:I-city SC:B-state ," GetWeather
",2
4964,book:O a:O restaurant:B-restaurant_type table:O at:O the:O food:B-restaurant_type court:I-restaurant_type in:O the:O spa:B-facility sixteen:B-timeRange hours:I-timeRange from:I-timeRange now:I-timeRange ," BookRestaurant
",1
7103,add:O Bedroom:B-playlist Jams:I-playlist to:O album:B-music_item ," AddToPlaylist
",0
4050,Play:O Techno:B-genre on:O Lastfm:B-service ," PlayMusic
",3
4762,What:O will:O the:O humidity:B-condition_description be:O in:O AR:B-state in:O 49:B-timeRange weeks:I-timeRange and:I-timeRange a:I-timeRange half:I-timeRange from:I-timeRange now:I-timeRange ," GetWeather
",2
8558,add:O Mayya:B-entity_name to:O the:O de:B-playlist manhattan:I-playlist con:I-playlist amor:I-playlist playlist:O ," AddToPlaylist
",0
6496,Add:O this:O track:B-music_item to:O my:B-playlist_owner Dance:B-playlist Workout:I-playlist playlist:O ," AddToPlaylist
",0
3918,Please:O make:O a:O reservation:O at:O ten:B-party_size_number at:O a:O bakery:B-restaurant_type which:O serves:O burrito:B-served_dish .:O ," BookRestaurant
",1
1028,Is:O it:O due:O to:O rain:B-condition_description in:O MH:B-state ?:O ," GetWeather
",2
23,I'm:O looking:O to:O book:O a:O table:O at:O a:O gastropub:B-restaurant_type that:O serves:O vegetarian:B-cuisine for:O me:B-party_size_description and:I-party_size_description my:I-party_size_description team:I-party_size_description ," BookRestaurant
",1
3336,Find:O a:O movie:B-object_type schedule:I-object_type .:O ," SearchScreeningEvent
",6
3711,Rate:O Religion:B-object_name and:I-object_name Dharma:I-object_name saga:B-object_part_of_series_type 1:B-rating_value points:B-rating_unit ," RateBook
",4
5722,Find:O the:O movie:B-object_type schedule:I-object_type for:O films:B-movie_type in:B-spatial_relation the:I-spatial_relation area:I-spatial_relation .:O ," SearchScreeningEvent
",6
457,Play:O any:O song:B-music_item from:O Rebecca:B-artist Hewitt:I-artist ," PlayMusic
",3
1549,Can:O you:O tell:O me:O the:O weather:O forecast:O for:O three:B-timeRange o'clock:I-timeRange in:O DE:B-state ," GetWeather
",2
7022,"find:O Good:B-movie_name Night,:I-movie_name and:I-movie_name Good:I-movie_name Luck:I-movie_name at:O a:O Cinemark:B-location_name Theatres:I-location_name "," SearchScreeningEvent
",6
8286,Add:O anson:B-artist hu:I-artist to:O my:B-playlist_owner conexiones:B-playlist list:O ," AddToPlaylist
",0
1488,I:O would:O like:O to:O hear:O music:O from:O 1993:B-year ," PlayMusic
",3
5316,Play:O my:O Éxitos:B-playlist España:I-playlist playlist:O ," PlayMusic
",3
4214,"I:O want:O to:O listen:O to:O an:O album:B-music_item sorted:O by:O last:B-sort ,:O open:O Google:B-service Music:I-service and:O play:O Paulinho:B-artist Da:I-artist Viola:I-artist .:O "," PlayMusic
",3
7363,I:O want:O to:O book:O an:O ethiopian:B-cuisine bar:B-restaurant_type for:O this:O Afternoon:B-timeRange .:O ," BookRestaurant
",1
2655,"book:O a:O table:O for:O me:B-party_size_description and:I-party_size_description bettye:I-party_size_description at:O Washington,:B-restaurant_name D.C.:I-restaurant_name Jewish:I-restaurant_name Community:I-restaurant_name Center:I-restaurant_name in:O Montana:B-state "," BookRestaurant
",1
1078,Find:O a:O song:B-object_type called:O In:B-object_name Your:I-object_name Eyes:I-object_name .:O ," SearchCreativeWork
",5
5567,What:O song:B-object_type is:O Detective:B-object_name Conan::I-object_name Dimensional:I-object_name Sniper:I-object_name ," SearchCreativeWork
",5
7080,Give:O this:B-object_select album:B-object_type a:O three:B-rating_value ," RateBook
",4
8067,play:O Angela:B-artist Winbush:I-artist ep:B-music_item that:O is:O popular:B-sort ," PlayMusic
",3
3808,Book:O me:O a:O table:O at:O The:B-restaurant_name Fat:I-restaurant_name Duck:I-restaurant_name in:O Ireland:B-country ," BookRestaurant
",1
6687,I:O want:O to:O hear:O the:O soundtrack:B-object_type to:O The:B-object_name Platinum:I-object_name Rule:I-object_name ," SearchCreativeWork
",5
3605,"When:O is:O Fine,:B-movie_name Totally:I-movie_name Fine:I-movie_name playing?:O "," SearchScreeningEvent
",6
7635,find:O Casting:B-object_name Crowns:I-object_name discography:I-object_name ," SearchCreativeWork
",5
7692,I:O am:O giving:O Finding:B-object_name Chandra:I-object_name a:O 2:B-rating_value out:O of:O 6:B-best_rating rating:O ," RateBook
",4
7772,Give:O this:B-object_select album:B-object_type four:B-rating_value stars:B-rating_unit ," RateBook
",4
1730,add:O j:B-artist p:I-artist pickens:I-artist to:O chill:B-playlist out:I-playlist playlist:O ," AddToPlaylist
",0
5519,Book:O something:O for:O me:B-party_size_description and:I-party_size_description my:I-party_size_description wife:I-party_size_description at:O a:O restaurant:B-restaurant_type in:B-timeRange four:I-timeRange weeks:I-timeRange ," BookRestaurant
",1
756,play:O some:O King:B-artist Tubby:I-artist from:O the:O eighties:B-year ," PlayMusic
",3
6191,Is:O it:O cloudy:B-condition_description in:O Choptank:B-city ," GetWeather
",2
4934,add:O LISA:B-artist to:O my:B-playlist_owner playlist:O Street:B-playlist Dance:I-playlist ," AddToPlaylist
",0
5085,Open:O up:O Lastfm:B-service and:O play:O some:O songs.:O ," PlayMusic
",3
1609,find:O The:B-movie_name Branded:I-movie_name Woman:I-movie_name ," SearchScreeningEvent
",6
5871,Rate:O She::B-object_name A:I-object_name History:I-object_name of:I-object_name Adventure:I-object_name a:O one:B-rating_value of:O 6:B-best_rating ," RateBook
",4
2240,Add:O etta:B-artist james:I-artist to:O my:B-playlist_owner anochecer:B-playlist urbano:I-playlist playlist.:O ," AddToPlaylist
",0
6314,Add:O dahmer:B-entity_name to:O hiphop:B-playlist hot:I-playlist 50:I-playlist ," AddToPlaylist
",0
934,what:O is:O the:O forecast:O now:B-timeRange in:O Duson:B-city ," GetWeather
",2
5454,I'd:O like:O to:O eat:O at:O a:O restaurant:B-restaurant_type with:O wifi:B-facility ," BookRestaurant
",1
6717,Is:O Thenaruvi:B-movie_name playing:O at:O the:O Douglas:B-location_name Theatre:I-location_name Company:I-location_name in:B-timeRange one:I-timeRange hour:I-timeRange ?:O ," SearchScreeningEvent
",6
3529,book:O a:O restaurant:B-restaurant_type for:O 6:B-party_size_number ," BookRestaurant
",1
135,play:O top-twenty:B-sort song:B-music_item from:O 2015:B-year ," PlayMusic
",3
489,I:O give:O a:O rating:O of:O 3:B-rating_value to:O The:B-object_name Ultimate:I-object_name Resource:I-object_name .:O ," RateBook
",4
4602,add:O zion:B-artist golan:I-artist to:O my:B-playlist_owner signed:B-playlist xoxo:I-playlist playlist:O ," AddToPlaylist
",0
8398,What:O is:O going:O on:O with:O the:O weather:O far:B-spatial_relation from:O my:O current:B-current_location location:I-current_location ," GetWeather
",2
3945,Play:O some:O fifties:B-year music:O by:O Origa:B-artist .:O ," PlayMusic
",3
1869,me:B-party_size_description and:I-party_size_description aisha:I-party_size_description and:O craving:O cordon:B-served_dish bleu:I-served_dish and:O need:O to:O book:O a:O table:O at:O a:O brasserie:B-restaurant_type .:O ," BookRestaurant
",1
2206,"Tell:O me:O the:O weather:O forecast:O for:O june:B-timeRange seventeenth,:I-timeRange 2034:I-timeRange in:O FL:B-state "," GetWeather
",2
6015,Show:O me:O movie:B-object_type times:I-object_type for:O two:B-timeRange a.m.:I-timeRange at:O any:O nearby:B-spatial_relation movies:B-movie_type .:O ," SearchScreeningEvent
",6
2524,add:O this:O artist:B-music_item named:O trevor:B-artist mcnevan:I-artist to:O the:O playlist:O top:B-playlist gaming:I-playlist tracks:I-playlist ," AddToPlaylist
",0
6799,What:O will:O the:O weather:O be:O nineteen:B-timeRange seconds:I-timeRange from:I-timeRange now:I-timeRange from:O the:O Little:B-geographic_poi Manatee:I-geographic_poi River:I-geographic_poi State:I-geographic_poi Park:I-geographic_poi ," GetWeather
",2
8980,What's:O the:O weather:O forecast:O for:O Belknap:B-city ?:O ," GetWeather
",2
197,I'd:O like:O to:O watch:O Abbott:B-movie_name and:I-movie_name Costello:I-movie_name Meet:I-movie_name the:I-movie_name Keystone:I-movie_name Kops:I-movie_name at:O Amco:B-location_name Entertainment:I-location_name at:O 04:08:11:B-timeRange AM:I-timeRange ," SearchScreeningEvent
",6
4249,play:O Asia:B-artist Nitollano:I-artist using:O itunes:B-service ," PlayMusic
",3
4905,Book:O a:O reservation:O for:O a:O party:O of:O six:B-party_size_number in:B-spatial_relation the:I-spatial_relation same:I-spatial_relation area:I-spatial_relation as:O Metropolitan:B-poi Borough:I-poi of:I-poi Bethnal:I-poi Green:I-poi ," BookRestaurant
",1
2249,play:O my:B-track tribute:I-track by:O Billy:B-artist Cox:I-artist ," PlayMusic
",3
7803,Play:O some:O Sonu:B-artist Niigaam:I-artist from:O the:O fifties:B-year ," PlayMusic
",3
2723,is:O The:B-movie_name Singing:I-movie_name Nun:I-movie_name at:O Regal:B-location_name Entertainment:I-location_name Group:I-location_name ," SearchScreeningEvent
",6
5929,Play:O Nick:B-artist Hexum:I-artist latest:B-sort album:B-music_item ," PlayMusic
",3
6266,rate:O With:B-object_name Kitchener:I-object_name in:I-object_name the:I-object_name Soudan:I-object_name 2:B-rating_value stars:B-rating_unit out:O of:O 6:B-best_rating ," RateBook
",4
5663,Find:O Live:B-object_name at:I-object_name Bearsville:I-object_name Theater:I-object_name ," SearchCreativeWork
",5
629,What:O films:B-movie_type are:O at:O Cineplex:B-location_name Odeon:I-location_name Corporation:I-location_name ," SearchScreeningEvent
",6
8352,movie:B-object_type schedule:I-object_type for:O Harkins:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
7092,I'm:O looking:O for:O the:O saga:B-object_type Lifelong:B-object_name Ambitions:I-object_name ," SearchCreativeWork
",5
7860,play:O music:O by:O Don:B-artist Reno:I-artist ," PlayMusic
",3
3100,Book:O a:O cafeteria:B-restaurant_type that:O serves:O bagels:B-served_dish for:O six:B-party_size_number people.:O ," BookRestaurant
",1
5840,add:O M-CABI:B-entity_name to:O the:O playlist:O named:O Pre-Party:B-playlist R&B:I-playlist Jams:I-playlist ," AddToPlaylist
",0
1631,Big:B-object_name Breasts:I-object_name and:I-object_name Wide:I-object_name Hips:I-object_name is:O terrible:O and:O 1:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
2919,"add:O Xenomania:B-artist to:O operación:B-playlist bikini:I-playlist ,:O please:O "," AddToPlaylist
",0
637,find:O movie:B-object_type times:I-object_type ," SearchScreeningEvent
",6
8811,Play:O some:O 1970:B-year Antero:B-artist Manninen:I-artist on:O zvooq:B-service .:O ," PlayMusic
",3
6484,Give:O me:O the:O showtime:O for:O Bobby:B-movie_name Yeah:I-movie_name playing:O at:O the:O cinema:B-object_location_type ," SearchScreeningEvent
",6
4996,The:O A:B-object_name Mighty:I-object_name Fortress:I-object_name series:B-object_part_of_series_type should:O be:O rated:O a:O two:B-rating_value ," RateBook
",4
8056,Play:O These:B-album Four:I-album Walls:I-album by:O Yummy:B-artist Bingham:I-artist .:O ," PlayMusic
",3
7262,List:O movie:B-object_type schedules:I-object_type for:O movies:B-movie_type playing:O close:B-spatial_relation by:I-spatial_relation ," SearchScreeningEvent
",6
2266,Play:O the:O Seamus:B-object_name Heaney:I-object_name Collected:I-object_name Poems:I-object_name song:B-object_type ," SearchCreativeWork
",5
5724,give:O four:B-rating_value points:B-rating_unit to:O this:B-object_select novel:B-object_type ," RateBook
",4
7980,When:O is:O Sea:B-movie_name of:I-movie_name Fear:I-movie_name being:O shown:O at:O the:O closest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type ?:O ," SearchScreeningEvent
",6
419,Can:O 50:B-entity_name minute:I-entity_name technicolor:I-entity_name dream:I-entity_name be:O added:O to:O meredith's:B-playlist_owner Cierra:B-playlist La:I-playlist Puerta:I-playlist playlist?:O ," AddToPlaylist
",0
1700,play:O playlist:O The:B-playlist Realest:I-playlist Down:I-playlist South:I-playlist ," PlayMusic
",3
4637,What:O films:B-movie_type are:O playing:O at:O Pacific:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
4424,Play:O some:O music:O by:O Karl:B-artist Blau:I-artist .:O ," PlayMusic
",3
397,I:O would:O rate:O The:B-object_name Story:I-object_name of:I-object_name the:I-object_name Glittering:I-object_name Plain:I-object_name a:O zero:B-rating_value ," RateBook
",4
1298,add:O Chrome:B-entity_name Reflection:I-entity_name to:O my:B-playlist_owner throwback:B-playlist thursday:I-playlist playlist:O ," AddToPlaylist
",0
6601,Play:O me:O a:O 1957:B-year ep:B-music_item ," PlayMusic
",3
544,"What:O will:O the:O weather:O be:O in:O Berville:B-city AK:B-state on:O Feb.:B-timeRange 6,:I-timeRange 2017:I-timeRange ?:O "," GetWeather
",2
1739,Is:O snowfall:B-condition_description forecast:O in:O PA:B-state ?:O ," GetWeather
",2
2508,Find:O The:B-object_name International:I-object_name Journal:I-object_name of:I-object_name Robotics:I-object_name Research:I-object_name soundtrack:B-object_type ," SearchCreativeWork
",5
7150,this:B-object_select horrible:O textbook:B-object_type deserves:O a:O 0:B-rating_value rating:O ," RateBook
",4
158,Book:O a:O restaurant:B-restaurant_type with:O a:O spa:B-facility in:O Connecticut:B-state ," BookRestaurant
",1
945,I:O need:O a:O reservation:O in:O Decaturville:B-city for:O six:B-party_size_number people.:O ," BookRestaurant
",1
6024,"What's:O the:O weather:O forecast:O for:O Hooven:B-city ,:O Lithuania:B-country on:O National:B-timeRange Grandparents:I-timeRange Day:I-timeRange ?:O "," GetWeather
",2
579,Play:O Chad:B-artist I:I-artist Ginsburg:I-artist ," PlayMusic
",3
2038,Can:O you:O tell:O me:O the:O weather:O forecast:O for:O Samoa:B-country ," GetWeather
",2
3629,Set:O me:O up:O with:O a:O table:O at:O a:O bar:B-restaurant_type with:O salade:B-served_dish for:O 5:B-party_size_number ," BookRestaurant
",1
1945,I:O want:O to:O rate:O the:O Selected:B-object_name Letters:I-object_name of:I-object_name H.:I-object_name P.:I-object_name Lovecraft:I-object_name I:I-object_name saga:B-object_part_of_series_type 3:B-rating_value stars:B-rating_unit ," RateBook
",4
6965,"How:O cloudy:B-condition_description is:O it:O in:O Morrisonville:B-city ,:O Kentucky:B-state "," GetWeather
",2
5816,I:O need:O seating:O for:O ten:B-party_size_number people:O at:O a:O bar:B-restaurant_type that:O serves:O czech:B-cuisine cuisine:O ," BookRestaurant
",1
7220,Rate:O the:O current:B-object_select novel:B-object_type two:B-rating_value points:B-rating_unit ," RateBook
",4
7540,what:O animated:B-movie_type movies:I-movie_type are:O showing:O in:B-spatial_relation the:I-spatial_relation area:I-spatial_relation ," SearchScreeningEvent
",6
8844,Add:O New:B-entity_name Wave:I-entity_name Blues:I-entity_name to:O my:B-playlist_owner Push:B-playlist Button:I-playlist Funk:I-playlist playlist:O ," AddToPlaylist
",0
864,Tell:O me:O the:O weather:O forecast:O for:O Casa:B-geographic_poi Grande:I-geographic_poi Ruins:I-geographic_poi National:I-geographic_poi Monument:I-geographic_poi ," GetWeather
",2
1891,I:O would:O like:O this:O song:B-music_item added:O to:O my:B-playlist_owner princesas:B-playlist indie:I-playlist playlist.:O ," AddToPlaylist
",0
6732,Play:O Elliot:B-artist Easton:I-artist 's:O album:B-music_item Beautiful:B-album ," PlayMusic
",3
3673,Give:O The:B-object_name Case:I-object_name of:I-object_name Jennie:I-object_name Brice:I-object_name 4:B-rating_value stars:B-rating_unit out:O of:O 6:B-best_rating ," RateBook
",4
5623,I:O award:O this:O next:B-object_select series:B-object_part_of_series_type 0:B-rating_value points:B-rating_unit ," RateBook
",4
2104,add:O one:B-entity_name and:I-entity_name only:I-entity_name to:O my:B-playlist_owner once:B-playlist upon:I-playlist a:I-playlist time:I-playlist playlist:O ," AddToPlaylist
",0
7081,I:O am:O looking:O for:O Shoot:B-object_name Me:I-object_name Down:I-object_name ," SearchCreativeWork
",5
6868,Where:O is:O the:O nearest:B-spatial_relation cinema:B-object_location_type playing:O Compound:B-movie_name Fracture:I-movie_name ," SearchScreeningEvent
",6
6968,How:O is:O the:O weather:O in:O Indian:B-city Creek:I-city Village:I-city ?:O ," GetWeather
",2
1434,Add:O future:B-entity_name to:O This:B-playlist Is:I-playlist Al:I-playlist Green:I-playlist ," AddToPlaylist
",0
765,Find:O time:O for:O The:B-movie_name Thirty:I-movie_name Nine:I-movie_name Steps:I-movie_name ," SearchScreeningEvent
",6
4359,What:O are:O the:O movie:B-object_type times:I-object_type for:O animated:B-movie_type movies:I-movie_type playing:O close:B-spatial_relation by:I-spatial_relation ," SearchScreeningEvent
",6
3736,What:O is:O the:O weather:O in:O Hadar:B-city ," GetWeather
",2
5562,Add:O como:B-entity_name un:I-entity_name tatuaje:I-entity_name to:O my:B-playlist_owner hits:B-playlist of:I-playlist the:I-playlist 70s:I-playlist playlist:O ," AddToPlaylist
",0
6677,movie:B-object_type schedules:I-object_type for:O animated:B-movie_type movies:I-movie_type playing:O in:B-spatial_relation the:I-spatial_relation neighbourhood:I-spatial_relation ," SearchScreeningEvent
",6
440,What:O will:O the:O weather:O be:O in:O Allenwood:B-city ?:O ," GetWeather
",2
7178,Add:O karusellen:B-entity_name to:O jazz:B-playlist brasileiro:I-playlist ," AddToPlaylist
",0
5000,look:O up:O Holy:B-object_name Water:I-object_name ," SearchCreativeWork
",5
389,add:O track:B-music_item to:O kickass:B-playlist metal:I-playlist ," AddToPlaylist
",0
4601,find:O animated:B-movie_type movies:I-movie_type movie:B-object_type schedule:I-object_type in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
7480,Play:O my:O 88:B-playlist Keys:I-playlist playlist.:O ," PlayMusic
",3
7125,Is:O I:B-movie_name Was:I-movie_name an:I-movie_name American:I-movie_name Spy:I-movie_name playing:O at:O 11:B-timeRange a.m.:I-timeRange at:O Southern:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
3902,rate:O this:B-object_select textbook:B-object_type 0:B-rating_value stars:B-rating_unit ," RateBook
",4
3680,what:O is:O the:O nearest:B-spatial_relation movie:B-object_location_type house:I-object_location_type showing:O animated:B-movie_type movies:I-movie_type ," SearchScreeningEvent
",6
